ConditionDescription,DependentVariable,LabID,ConditionID,y,v
LTR,d500,kx4w9,19,4.15298071131546,2.13884566625105
LTR,d750,kx4w9,19,5.97299785175456,2.24600687491008
LTR,d1000,kx4w9,19,-1.85850182407136,2.50088912021261
LTR,d250,nzxwr,21,-0.490712230468503,3.84610632918181
LTR,d500,nzxwr,21,1.26752503401616,5.55520487233836
LTR,d750,nzxwr,21,0.565676034090571,2.07437875854693
LTR,d1000,nzxwr,21,0.900147874525398,5.16707148134568
NLR,d250,nzxwr,22,0.575231237171036,25.1688898337887
NLR,d500,nzxwr,22,-3.64840777766145,15.0193351486853
NLR,d750,nzxwr,22,1.20283067979348,16.9236233544906
NLR,d1000,nzxwr,22,1.36806194384547,10.2986123156144
LTR,d250,pqcf4,23,-0.22916563273797,3.11353520680678
LTR,d500,pqcf4,23,0.18254307550443,3.00354029367815
LTR,d750,pqcf4,23,-0.230176370039828,3.14614967273332
LTR,d1000,pqcf4,23,1.16683350154422,2.18680078099143
NLR,d250,pqcf4,24,-4.68491662339596,10.3402445924141
NLR,d500,pqcf4,24,8.30321346203377,80.259099100356
NLR,d750,pqcf4,24,5.61362712649715,45.2218993182713
NLR,d1000,pqcf4,24,-6.8956626041787,16.5623905339626
LTR,d250,t5y2h,25,0.372915618194027,2.41364672897192
LTR,d500,t5y2h,25,4.06935011574206,1.62109523185247
LTR,d750,t5y2h,25,0.704120075507496,1.41319977590122
LTR,d1000,t5y2h,25,-1.04430408310029,1.81626174697951
NLR,d250,t5y2h,26,4.58841686740158,9.55370646785961
NLR,d500,t5y2h,26,4.84211141579662,11.2371427485796
NLR,d750,t5y2h,26,0.0898580446484272,7.01426057580064
NLR,d1000,t5y2h,26,2.08393832518083,13.4773493456518
LTR,d250,vzt3a,27,-2.40587618137341,4.06029193583164
LTR,d500,vzt3a,27,4.17648941858634,2.71967713974332
LTR,d750,vzt3a,27,0.840294711802771,3.89797407802556
LTR,d1000,vzt3a,27,0.183365888797223,2.78696047992186
NLR,d250,vzt3a,28,-2.94339225675447,7.64380293901229
NLR,d500,vzt3a,28,0.205701311984502,6.86631981649884
NLR,d750,vzt3a,28,-1.32322443738607,7.81729904238555
NLR,d1000,vzt3a,28,-5.21872464340659,4.25173383735664
LTR,d250,xb6t2,29,0.128627579746308,4.42098989971078
LTR,d500,xb6t2,29,-1.55979875605202,5.19626668328039
LTR,d750,xb6t2,29,2.44628848353249,3.06511083279083
LTR,d1000,xb6t2,29,2.05721870477582,3.08546524483011
LTR,d250,xmyd9,31,0.506937339446048,2.84604280369676
LTR,d500,xmyd9,31,-3.42699402628726,3.05735399812847
LTR,d750,xmyd9,31,-1.72839689244208,3.79347520500023
LTR,d1000,xmyd9,31,-0.386648827584936,2.49593480673325
LTR,d250,yu8hp,33,-0.00921420238700724,3.05587627703235
LTR,d500,yu8hp,33,-0.0744623506942361,2.3753380233242
LTR,d750,yu8hp,33,0.338115783940812,3.28550266081046
LTR,d1000,yu8hp,33,0.872339575151066,2.04188686043101
